"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2013;"Terrestre";"HIPPOL";"Long";0;0;0;0,0434782608695652;0,336612021857923
2014;"Terrestre";"HIPPOL";"Long";0;0;0;0,210526315789474;1,1
2015;"Terrestre";"HIPPOL";"Long";0;0;0;0,276785714285714;1,25
2016;"Terrestre";"HIPPOL";"Long";0;0;0;0,14375;0,63095238095238
2017;"Terrestre";"HIPPOL";"Long";0;0;0,0384615384615385;0,338235294117647;1,125
2018;"Terrestre";"HIPPOL";"Long";0;0;0;0,0384615384615385;0,413333333333333
2019;"Terrestre";"HIPPOL";"Long";0;0;0;0,125;0,450980392156863
2020;"Terrestre";"HIPPOL";"Long";0;0;0;0,25;1
2021;"Terrestre";"HIPPOL";"Long";0;0;0;0,166666666666667;1
2022;"Terrestre";"HIPPOL";"Long";0;0;0;0,375;2,325
2001;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2002;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2005;"Aquatique";"HIRRUS";"Long";1,16666666666667;1,16666666666667;1,16666666666667;1,16666666666667;1,16666666666667
2008;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2012;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2014;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2015;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2016;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2018;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2019;"Aquatique";"HIRRUS";"Long";1;1;1;1;1
2020;"Aquatique";"HIRRUS";"Long";0;0;0;0;0
2001;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2003;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2006;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2007;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2008;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2009;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2010;"STOC-rozo";"HIRRUS";"Long";0;0;0;4;7,6
2011;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2012;"STOC-rozo";"HIRRUS";"Long";1;1;1;1;1
2013;"STOC-rozo";"HIRRUS";"Long";0;0;0;1,5;2,85
2014;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2015;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2017;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2018;"STOC-rozo";"HIRRUS";"Long";3;3;3;3;3
2020;"STOC-rozo";"HIRRUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2021;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2022;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
1990;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
1991;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
1994;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2000;"Terrestre";"HIRRUS";"Long";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667
2001;"Terrestre";"HIRRUS";"Long";0;0;0;0,25;0,925
2002;"Terrestre";"HIRRUS";"Long";0;0;0;0,333333333333333;3,63333333333333
2003;"Terrestre";"HIRRUS";"Long";0;0;0;0;0,3
2004;"Terrestre";"HIRRUS";"Long";0;0;0;0,05;0,7225
2005;"Terrestre";"HIRRUS";"Long";0;0;0,1;1;2,925
2006;"Terrestre";"HIRRUS";"Long";0;0;1;1;7,3
2007;"Terrestre";"HIRRUS";"Long";0;0;0;0,5;1,8
2008;"Terrestre";"HIRRUS";"Long";0;0;0;0;0,800000000000001
2009;"Terrestre";"HIRRUS";"Long";0;0;0,0833333333333333;0,25;0,475
2010;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2011;"Terrestre";"HIRRUS";"Long";0;0;0,4;0,85;0,985
2012;"Terrestre";"HIRRUS";"Long";0,025;0,25;0,5;1,25;1,925
2013;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2014;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2015;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2016;"Terrestre";"HIRRUS";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2017;"Terrestre";"HIRRUS";"Long";0;0;0,5;1,25;1,925
2018;"Terrestre";"HIRRUS";"Long";0;0;0;1;1,9
2019;"Terrestre";"HIRRUS";"Long";0;0;0;0,75;2,775
2020;"Terrestre";"HIRRUS";"Long";0;0;0;0,1;0,19
2021;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2022;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2001;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
2002;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
2005;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
2009;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
2013;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
2014;"STOC-rozo";"IXOMIN";"Long";0;0;0;0;0
1997;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2007;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2008;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2018;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2013;"Aquatique";"JYNTOR";"Long";0;0;0;0;0
2004;"STOC-rozo";"JYNTOR";"Long";0;0;0;0;0
2002;"Terrestre";"JYNTOR";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2004;"Terrestre";"JYNTOR";"Long";0;0;0;0,166666666666667;0,316666666666667
2005;"Terrestre";"JYNTOR";"Long";0;0;0,25;1,125;2,8125
2006;"Terrestre";"JYNTOR";"Long";1;1;1;1;1
2007;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2008;"Terrestre";"JYNTOR";"Long";0;0;0;0,125;0,4625
2009;"Terrestre";"JYNTOR";"Long";0,025;0,25;0,5;0,75;0,975
2010;"Terrestre";"JYNTOR";"Long";0,05;0,5;1;1,25;1,475
2011;"Terrestre";"JYNTOR";"Long";0;0;0,25;0,875;1,875
2012;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2013;"Terrestre";"JYNTOR";"Long";0;0;0;0,25;0,475
2014;"Terrestre";"JYNTOR";"Long";1,5;1,5;1,5;1,5;1,5
2015;"Terrestre";"JYNTOR";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2016;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2017;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2018;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2019;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2020;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2021;"Terrestre";"JYNTOR";"Long";0;0;0;0;0,45
2022;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2004;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
2007;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
2013;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
2014;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
2016;"STOC-rozo";"LANRIO";"Long";1;1;1;1;1
2017;"STOC-rozo";"LANRIO";"Long";0,5;0,5;0,5;0,5;0,5
2018;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
1992;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1993;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1994;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1996;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1997;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1998;"Terrestre";"LANRIO";"Long";0;0;0;0;0
1999;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2000;"Terrestre";"LANRIO";"Long";0;0;0;0,4;0,76
2001;"Terrestre";"LANRIO";"Long";0,05;0,5;0,666666666666667;1;1,225
2002;"Terrestre";"LANRIO";"Long";0;0;0;0,416666666666667;1,54166666666667
2003;"Terrestre";"LANRIO";"Long";0;0;0,3;0,658333333333333;0,815833333333333
2004;"Terrestre";"LANRIO";"Long";0;0;0;0;2,6
2005;"Terrestre";"LANRIO";"Long";0;0;0;0,115384615384615;2,3125
2006;"Terrestre";"LANRIO";"Long";0;0;0;0;1,04375
2007;"Terrestre";"LANRIO";"Long";0;0;0;0,275;0,595192307692308
2008;"Terrestre";"LANRIO";"Long";0;0;0;0;0,3625
2009;"Terrestre";"LANRIO";"Long";0;0;0;0,575;0,925
2010;"Terrestre";"LANRIO";"Long";0;0;0;0,416666666666667;1,14791666666667
2011;"Terrestre";"LANRIO";"Long";0;0;0;0;0,18125
2012;"Terrestre";"LANRIO";"Long";0;0;0;0;0,39485294117647
2013;"Terrestre";"LANRIO";"Long";0;0;0;0;0,625
2014;"Terrestre";"LANRIO";"Long";0;0;0;0;0,44375
2015;"Terrestre";"LANRIO";"Long";0;0;0;0;0,627777777777778
2016;"Terrestre";"LANRIO";"Long";0;0;0;0;0,333333333333333
2017;"Terrestre";"LANRIO";"Long";0;0;0;0;0,5
2018;"Terrestre";"LANRIO";"Long";0;0;0;0,2;1,36666666666667
2019;"Terrestre";"LANRIO";"Long";0;0;0;0,4;0,85
2020;"Terrestre";"LANRIO";"Long";0;0;0;0,1;1,55
2021;"Terrestre";"LANRIO";"Long";0;0;0;0;0,783333333333333
2022;"Terrestre";"LANRIO";"Long";0;0;0;0,5;1,21666666666667
2007;"Terrestre";"LANSEN";"Long";0;0;0;0;0
2012;"Terrestre";"LANSEN";"Long";0;0;0;0;0
2018;"Terrestre";"LANSENSEN";"Long";0;0;0;0;0
2011;"Aquatique";"LOCLUS";"Long";1;1;1;1;1
2013;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
2015;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
2018;"Aquatique";"LOCLUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2020;"Aquatique";"LOCLUS";"Long";0;0;0;0;0
2021;"Aquatique";"LOCLUS";"Long";0,5;0,5;0,5;0,5;0,5
2022;"Aquatique";"LOCLUS";"Long";1;1;1;1;1
1997;"STOC-rozo";"LOCLUS";"Long";1;1;1;1;1
1998;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
1999;"STOC-rozo";"LOCLUS";"Long";5;5;5;5;5
2000;"STOC-rozo";"LOCLUS";"Long";0,3375;0,375;0,416666666666667;0,458333333333333;0,495833333333333
2001;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2002;"STOC-rozo";"LOCLUS";"Long";0;0;0;0,107142857142857;0,396428571428571
2003;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2004;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2007;"STOC-rozo";"LOCLUS";"Long";0;0;1;3;5,7
2008;"STOC-rozo";"LOCLUS";"Long";0;0;0,25;0,75;1,425
2009;"STOC-rozo";"LOCLUS";"Long";0;0;0;0,166666666666667;0,316666666666667
2010;"STOC-rozo";"LOCLUS";"Long";0;0;0,1;0,275;0,4775
2011;"STOC-rozo";"LOCLUS";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2012;"STOC-rozo";"LOCLUS";"Long";0,025;0,25;0,666666666666667;1,25;1,925
2013;"STOC-rozo";"LOCLUS";"Long";0;0;0;1;2,8
2014;"STOC-rozo";"LOCLUS";"Long";0,68125;0,8125;0,958333333333333;1,10416666666667;1,23541666666667
2015;"STOC-rozo";"LOCLUS";"Long";0;0;0,25;0,65;2,67
2016;"STOC-rozo";"LOCLUS";"Long";0;0;0,2;0,466666666666667;0,646666666666667
2017;"STOC-rozo";"LOCLUS";"Long";0,301666666666667;0,316666666666667;0,333333333333333;0,866666666666667;1,34666666666667
2018;"STOC-rozo";"LOCLUS";"Long";0,598809523809524;0,845238095238095;1,11904761904762;1,39285714285714;1,63928571428571
2019;"STOC-rozo";"LOCLUS";"Long";0,0333333333333334;0,333333333333333;0,666666666666667;1;1,3
2020;"STOC-rozo";"LOCLUS";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,722222222222222;1,07222222222222
2021;"STOC-rozo";"LOCLUS";"Long";0;0;0;0;0
2022;"STOC-rozo";"LOCLUS";"Long";0,26875;0,4375;0,75;1,5;2,85
1993;"Terrestre";"LOCLUS";"Long";0;0;0;0;0
1996;"Terrestre";"LOCLUS";"Long";0;0;0;0;0
2012;"Terrestre";"LOCLUS";"Long";0;0;0;0;0
2015;"Terrestre";"LOCLUS";"Long";0;0;0;0;0
2002;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2005;"Aquatique";"LOCNAE";"Long";1;1;1;1;1
2006;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2007;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2008;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2010;"Aquatique";"LOCNAE";"Long";0,415;0,55;0,7;0,85;0,985
2011;"Aquatique";"LOCNAE";"Long";2;2;2;2;2
2012;"Aquatique";"LOCNAE";"Long";0,0149999999999999;0,15;0,3;0,45;0,585
2013;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
2014;"Aquatique";"LOCNAE";"Long";0,0312499999999999;0,3125;0,625;0,9375;1,21875
2015;"Aquatique";"LOCNAE";"Long";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2016;"Aquatique";"LOCNAE";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2017;"Aquatique";"LOCNAE";"Long";0,025;0,25;0,666666666666667;1;1
2018;"Aquatique";"LOCNAE";"Long";1;1;1;1;1
2019;"Aquatique";"LOCNAE";"Long";0;0;0;0;0
1997;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
1998;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
1999;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2000;"STOC-rozo";"LOCNAE";"Long";1;1;1;1;1
2002;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2003;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,25;0,925
2004;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,125;0,3125
2005;"STOC-rozo";"LOCNAE";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2006;"STOC-rozo";"LOCNAE";"Long";0,05625;0,5625;1,375;2,375;3,3875
2007;"STOC-rozo";"LOCNAE";"Long";1,5025;1,525;1,55;1,575;1,5975
2008;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2009;"STOC-rozo";"LOCNAE";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,666666666666667;0,966666666666667
2010;"STOC-rozo";"LOCNAE";"Long";0,5;0,5;0,666666666666667;1;1
2011;"STOC-rozo";"LOCNAE";"Long";0;0;0,166666666666667;0,5;0,95
2012;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2013;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2014;"STOC-rozo";"LOCNAE";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2015;"STOC-rozo";"LOCNAE";"Long";1,5;1,5;1,5;1,5;1,5
2016;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2017;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2018;"STOC-rozo";"LOCNAE";"Long";1,025;1,25;1,5;1,75;1,975
2019;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,1;0,19
2020;"STOC-rozo";"LOCNAE";"Long";0;0;0;0,5;0,95
2021;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0
2022;"STOC-rozo";"LOCNAE";"Long";0;0;0;0;0,9
1992;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
1993;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
1995;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
1998;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
1999;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2000;"Terrestre";"LOCNAE";"Long";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2001;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2002;"Terrestre";"LOCNAE";"Long";0,0749999999999997;0,75;1,5;2,25;2,925
2003;"Terrestre";"LOCNAE";"Long";0;0;0;1;1
2004;"Terrestre";"LOCNAE";"Long";0;0;0,0714285714285714;0,357142857142857;0,935714285714286
2005;"Terrestre";"LOCNAE";"Long";0;0;0;0,3;1,775
2006;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2007;"Terrestre";"LOCNAE";"Long";0;0;0;0,333333333333333;0,633333333333333
2008;"Terrestre";"LOCNAE";"Long";0;0;0;0;1,75
2009;"Terrestre";"LOCNAE";"Long";0;0;0,25;1,625;2,875
2010;"Terrestre";"LOCNAE";"Long";0;0;0;0,35;0,895
2011;"Terrestre";"LOCNAE";"Long";0;0;0,25;0,625;1,725
2012;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,69375
2013;"Terrestre";"LOCNAE";"Long";0;0;0;0,375;1,75
2014;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,875
2015;"Terrestre";"LOCNAE";"Long";0;0;0;0,5;1
2016;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,4
2017;"Terrestre";"LOCNAE";"Long";0;0;0;0,2;0,857142857142858
2018;"Terrestre";"LOCNAE";"Long";0;0;0;0,333333333333333;0,933333333333334
2019;"Terrestre";"LOCNAE";"Long";0;0;0;0;0,45
2020;"Terrestre";"LOCNAE";"Long";0;0;0;0,0833333333333333;0,308333333333333
2021;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2022;"Terrestre";"LOCNAE";"Long";0;0;0;0;0
2001;"Aquatique";"LUSMEG";"Long";1;1;1;1;1
2003;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2005;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2006;"Aquatique";"LUSMEG";"Long";1;1;1;1;1
2007;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2008;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2009;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2010;"Aquatique";"LUSMEG";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2011;"Aquatique";"LUSMEG";"Long";0,5;0,5;0,5;0,5;0,5
2012;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2013;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2014;"Aquatique";"LUSMEG";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2016;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
2017;"Aquatique";"LUSMEG";"Long";1;1;1;1;1
2020;"Aquatique";"LUSMEG";"Long";0;0;0;0;0
1998;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2002;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2004;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2005;"STOC-rozo";"LUSMEG";"Long";0,339285714285714;0,392857142857143;0,452380952380952;0,511904761904762;0,56547619047619
2006;"STOC-rozo";"LUSMEG";"Long";0,05;0,5;1;1;1
2007;"STOC-rozo";"LUSMEG";"Long";0;0;0,1;0,233333333333333;0,323333333333333
2008;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2009;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2010;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2014;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
2018;"STOC-rozo";"LUSMEG";"Long";1;1;1;1;1
2020;"STOC-rozo";"LUSMEG";"Long";0;0;0;0;0
1989;"Terrestre";"LUSMEG";"Long";0;0;0;0;0
1990;"Terrestre";"LUSMEG";"Long";0,0307692307692308;0,181818181818182;0,25;0,444444444444444;0,933333333333334
1991;"Terrestre";"LUSMEG";"Long";0;0,196428571428571;0,32051282051282;0,5;1,72205882352941
1992;"Terrestre";"LUSMEG";"Long";0;0;0,270833333333333;0,583333333333333;1,75
1993;"Terrestre";"LUSMEG";"Long";0;0,0375;0,25;0,496666666666667;0,967857142857143
1994;"Terrestre";"LUSMEG";"Long";0;0;0,162280701754386;0,386363636363636;0,920454545454546
1995;"Terrestre";"LUSMEG";"Long";0;0;0;0,325;0,544166666666667
1996;"Terrestre";"LUSMEG";"Long";0;0;0,146739130434783;0,294270833333333;3,35833333333333
1997;"Terrestre";"LUSMEG";"Long";0,015;0,1;0,26530612244898;1,25;2,775
1998;"Terrestre";"LUSMEG";"Long";0,0341463414634147;0,341463414634146;0,384615384615385;0,75;0,975
1999;"Terrestre";"LUSMEG";"Long";0;0;0,136363636363636;0,343434343434343;0,534343434343434
2000;"Terrestre";"LUSMEG";"Long";0;0;0,208333333333333;0,479166666666667;0,645833333333333
2001;"Terrestre";"LUSMEG";"Long";0;0,0714285714285714;0,171428571428571;0,543478260869565;0,879347826086956
2002;"Terrestre";"LUSMEG";"Long";0;0,222222222222222;0,5;0,571428571428571;1,3
2003;"Terrestre";"LUSMEG";"Long";0;0,129901960784314;0,375;0,775;1,14375
2004;"Terrestre";"LUSMEG";"Long";0;0,04;0,4;0,708333333333333;2,35
2005;"Terrestre";"LUSMEG";"Long";0;0,166666666666667;0,3875;0,671052631578947;1,55
2006;"Terrestre";"LUSMEG";"Long";0;0,210526315789474;0,5;0,681818181818182;1,53
2007;"Terrestre";"LUSMEG";"Long";0;0;0,111111111111111;0,270833333333333;0,694607843137255
2008;"Terrestre";"LUSMEG";"Long";0;0;0,333333333333333;0,5;1,9375
2009;"Terrestre";"LUSMEG";"Long";0;0;0,296703296703297;0,6;1,26428571428571
2010;"Terrestre";"LUSMEG";"Long";0;0;0,143333333333333;0,516304347826087;2,025
2011;"Terrestre";"LUSMEG";"Long";0;0,111111111111111;0,375;0,75;2
2012;"Terrestre";"LUSMEG";"Long";0;0;0;0,407142857142857;1,925
2013;"Terrestre";"LUSMEG";"Long";0;0;0;0,333333333333333;1
2014;"Terrestre";"LUSMEG";"Long";0;0;0,236111111111111;0,5;1,41964285714286
2015;"Terrestre";"LUSMEG";"Long";0;0;0,193548387096774;0,5;2
2016;"Terrestre";"LUSMEG";"Long";0;0;0,2;0,5;1,875
2017;"Terrestre";"LUSMEG";"Long";0;0;0,181818181818182;0,69047619047619;2,85
2018;"Terrestre";"LUSMEG";"Long";0;0;0,363636363636364;0,523809523809524;1,4
2019;"Terrestre";"LUSMEG";"Long";0;0;0,25;0,5;1
2020;"Terrestre";"LUSMEG";"Long";0;0;0,325757575757576;1;2,875
2021;"Terrestre";"LUSMEG";"Long";0;0;0,285714285714286;0,5;1
2022;"Terrestre";"LUSMEG";"Long";0;0,142857142857143;0,5;0,678571428571429;1,64903846153846
2001;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2005;"Aquatique";"LUSSVE";"Long";1;1;1;1;1
2007;"Aquatique";"LUSSVE";"Long";0,454545454545455;0,454545454545455;0,454545454545455;0,454545454545455;0,454545454545455
2008;"Aquatique";"LUSSVE";"Long";2,5;2,5;2,5;2,5;2,5
2010;"Aquatique";"LUSSVE";"Long";0;0;0;0;0
2011;"Aquatique";"LUSSVE";"Long";0,275;0,75;1,27777777777778;1,80555555555556;2,28055555555556
2012;"Aquatique";"LUSSVE";"Long";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111
2013;"Aquatique";"LUSSVE";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2014;"Aquatique";"LUSSVE";"Long";0,0666666666666667;0,666666666666667;1,33333333333333;1,41666666666667;1,49166666666667
2015;"Aquatique";"LUSSVE";"Long";0;0;0,125;0,6125;2,71666666666667
2016;"Aquatique";"LUSSVE";"Long";1;1;1;1;1
2017;"Aquatique";"LUSSVE";"Long";0,0999999999999999;1;1,38095238095238;1,44642857142857;1,49464285714286
2018;"Aquatique";"LUSSVE";"Long";0,025;0,25;0,533333333333333;1,10416666666667;1,32291666666667
2019;"Aquatique";"LUSSVE";"Long";0,0166666666666667;0,166666666666667;0,333333333333333;0,666666666666667;0,966666666666667
2020;"Aquatique";"LUSSVE";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975
2021;"Aquatique";"LUSSVE";"Long";1;1;1;1;1
2022;"Aquatique";"LUSSVE";"Long";0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571
1997;"STOC-rozo";"LUSSVE";"Long";1,35833333333333;1,58333333333333;1,83333333333333;2,08333333333333;2,30833333333333
1998;"STOC-rozo";"LUSSVE";"Long";0,6;0,6;0,6;0,716666666666667;0,821666666666667
1999;"STOC-rozo";"LUSSVE";"Long";0,0181818181818182;0,181818181818182;0,363636363636364;0,681818181818182;0,968181818181818
2000;"STOC-rozo";"LUSSVE";"Long";0,4;1;1,66666666666667;2,33333333333333;2,93333333333333
2001;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,5;1,85
2002;"STOC-rozo";"LUSSVE";"Long";0;0,0166666666666667;0,124242424242424;0,232954545454545;1,78125
2003;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,125;0,604166666666667
2004;"STOC-rozo";"LUSSVE";"Long";0,0111111111111111;0,111111111111111;0,125;1;1,36
2005;"STOC-rozo";"LUSSVE";"Long";0;0;0;0;0
2006;"STOC-rozo";"LUSSVE";"Long";0,7625;0,875;1;1,25;1,475
2007;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,75;1,425
2008;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,5;0,666666666666667
2009;"STOC-rozo";"LUSSVE";"Long";0,0208333333333333;0,196428571428571;0,642857142857143;1,375;1,9375
2010;"STOC-rozo";"LUSSVE";"Long";0,0111111111111111;0,25;0,375;0,538461538461538;5,4
2011;"STOC-rozo";"LUSSVE";"Long";0;0,0357142857142857;0,4;2,2;8,86
2012;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,25;0,770833333333333
2013;"STOC-rozo";"LUSSVE";"Long";0;0,0714285714285714;0,285714285714286;0,446428571428571;0,9375
2014;"STOC-rozo";"LUSSVE";"Long";0,02;0,2;0,75;1;2,35
2015;"STOC-rozo";"LUSSVE";"Long";0;0,0833333333333333;0,380952380952381;0,44047619047619;0,805555555555556
2016;"STOC-rozo";"LUSSVE";"Long";0;0,0833333333333333;0,416666666666667;0,607142857142857;0,955357142857143
2017;"STOC-rozo";"LUSSVE";"Long";0,021875;0,40625;0,761904761904762;0,892857142857143;1,4125
2018;"STOC-rozo";"LUSSVE";"Long";0;0;0,5;1;4,2
2019;"STOC-rozo";"LUSSVE";"Long";0,0166666666666667;0,305555555555556;1;1,46428571428571;2,35
2020;"STOC-rozo";"LUSSVE";"Long";0;0;0;0,375;1,8125
2021;"STOC-rozo";"LUSSVE";"Long";0,575892857142857;0,616071428571429;0,660714285714286;0,705357142857143;0,745535714285714
2022;"STOC-rozo";"LUSSVE";"Long";0;0;0,142857142857143;0,4375;0,641666666666667
1997;"Terrestre";"LUSSVE";"Long";0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333;0,133333333333333
1999;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2000;"Terrestre";"LUSSVE";"Long";0;0;0;0,0714285714285714;0,135714285714286
2001;"Terrestre";"LUSSVE";"Long";0;0;0;0;0
2002;"Terrestre";"LUSSVE";"Long";0,25;0,25;0,25;0,25;0,25
2003;"Terrestre";"LUSSVE";"Long";0,307692307692308;0,307692307692308;0,307692307692308;0,307692307692308;0,307692307692308
